CustomerID,Age,Gender,CityTier,TenureMonths,PreferredCategory,SatisfactionScore,OrderCount,TotalSpend,DaysSinceLastOrder,Complain,CashbackAmount,ChurnStatus
CUST-1340,37,Male,3,37,Home & Kitchen,3,14,1174.54,9,0,56.18,0
CUST-1341,25,Female,3,53,Electronics,4,24,2861.22,5,0,464.64,0
CUST-1342,24,Female,1,22,Electronics,4,17,1777.67,33,0,107.88,0
CUST-1343,20,Female,2,42,Beauty & Care,2,24,480.0,180,0,250.6,1
CUST-1344,34,Female,1,12,Electronics,5,9,686.16,6,0,416.91,0
CUST-1345,50,Male,1,42,Electronics,5,18,1785.24,27,0,450.19,0
CUST-1346,65,Female,1,13,Fashion,2,8,488.01,4,0,283.73,0
CUST-1347,29,Female,1,11,Electronics,5,10,586.78,95,0,304.26,1
CUST-1348,68,Female,1,54,Electronics,1,27,1689.97,12,0,351.36,0
CUST-1349,39,Male,3,16,Beauty & Care,1,11,833.37,73,0,482.62,1
CUST-1350,39,Female,1,8,Beauty & Care,2,3,166.88,11,0,321.2,0
CUST-1351,63,Female,3,40,Beauty & Care,1,14,1467.17,57,0,301.76,1
CUST-1352,47,Other,2,59,Beauty & Care,4,38,2248.8,8,1,56.54,0
CUST-1353,55,Female,3,57,Fashion,1,22,1186.14,12,0,86.43,0
CUST-1354,55,Male,2,40,Beauty & Care,2,23,1679.9,7,0,309.73,0
CUST-1355,62,Female,1,45,Fashion,1,17,2199.25,10,0,471.31,0
CUST-1356,68,Female,2,59,Home & Kitchen,2,25,2518.96,63,0,440.01,0
CUST-1357,25,Male,1,2,Books & Media,1,1,102.67,35,0,492.16,1
CUST-1358,44,Female,2,30,Electronics,4,19,1778.16,18,1,287.53,0
CUST-1359,44,Female,3,30,Fashion,2,14,792.27,124,0,404.57,1
CUST-1360,51,Male,1,12,Fashion,5,7,460.59,21,0,428.18,0
CUST-1361,38,Male,1,10,Electronics,4,10,607.0,122,0,341.61,1
CUST-1362,47,Male,2,44,Electronics,1,17,2001.7,7,0,202.44,0
CUST-1363,50,Male,3,11,Beauty & Care,5,5,469.3,82,0,261.49,1
CUST-1364,45,Male,2,15,Books & Media,1,6,209.88,1,0,436.06,0
CUST-1365,64,Female,1,16,Fashion,2,9,1157.22,27,0,184.35,0
CUST-1366,50,Male,2,17,Electronics,1,10,750.41,19,0,465.68,1
CUST-1367,22,Male,1,26,Electronics,3,12,1255.22,26,1,153.41,0
CUST-1368,65,Female,2,2,Beauty & Care,3,1,116.57,28,1,387.28,1
CUST-1369,36,Female,3,50,Fashion,4,24,480.0,17,0,333.75,0
CUST-1370,21,Male,2,12,Electronics,3,8,789.1,180,0,387.32,1
CUST-1371,52,Male,3,51,Fashion,4,28,2167.84,131,1,246.81,1
CUST-1372,66,Male,1,26,Electronics,2,16,320.0,114,0,469.69,1
CUST-1373,34,Female,2,23,Fashion,4,13,663.31,135,0,334.61,1
CUST-1374,61,Male,3,18,Beauty & Care,2,8,570.89,55,1,179.73,1
CUST-1375,45,Female,1,32,Fashion,2,12,1324.43,156,1,337.3,1
CUST-1376,47,Female,3,49,Home & Kitchen,2,29,2311.67,78,0,179.07,1
CUST-1377,46,Male,1,38,Fashion,2,15,1341.65,18,0,182.13,0
CUST-1378,63,Female,2,57,Home & Kitchen,3,24,1783.59,53,0,229.82,0
CUST-1379,23,Other,3,47,Home & Kitchen,4,20,2352.74,85,0,433.59,0
CUST-1380,52,Male,2,3,Electronics,1,3,301.89,43,0,275.13,1
CUST-1381,58,Female,1,38,Fashion,4,16,1438.17,19,0,355.51,0
CUST-1382,54,Female,2,3,Electronics,4,5,253.53,2,0,226.39,0
CUST-1383,41,Female,2,30,Beauty & Care,5,16,1417.52,58,0,168.62,0
CUST-1384,46,Female,3,1,Fashion,2,3,505.37,106,0,479.59,1
CUST-1385,66,Female,1,30,Books & Media,3,11,1197.44,15,0,321.61,0
CUST-1386,63,Female,1,45,Electronics,5,19,1193.57,5,0,470.28,0
CUST-1387,48,Female,2,32,Home & Kitchen,4,15,2108.61,13,0,141.54,0
CUST-1388,52,Female,1,28,Home & Kitchen,3,13,799.48,30,1,116.1,1
CUST-1389,50,Female,2,21,Home & Kitchen,2,10,1064.29,13,0,435.12,0
CUST-1390,69,Female,2,58,Electronics,2,26,2173.96,33,0,356.41,0
CUST-1391,38,Male,3,46,Fashion,3,27,2442.52,119,1,133.96,1
CUST-1392,49,Male,2,13,Home & Kitchen,4,2,183.13,38,0,171.21,0
CUST-1393,40,Male,2,27,Electronics,2,12,930.88,15,0,410.3,0
CUST-1394,50,Male,1,36,Electronics,3,19,1393.08,96,1,254.24,1
CUST-1395,20,Male,1,7,Fashion,3,7,318.46,29,0,351.74,0
CUST-1396,35,Female,1,22,Fashion,3,15,768.74,4,0,193.26,0
CUST-1397,42,Male,1,10,Electronics,4,13,1235.25,24,0,221.55,0
CUST-1398,59,Female,2,39,Electronics,4,20,1290.37,37,0,495.82,0
CUST-1399,48,Male,2,53,Electronics,3,20,1153.99,63,1,161.43,0
CUST-1400,20,Female,2,15,Home & Kitchen,5,13,2207.66,96,1,277.91,1
CUST-1401,57,Female,3,15,Home & Kitchen,2,4,638.72,13,1,429.98,1
CUST-1402,63,Male,3,4,Beauty & Care,2,4,409.7,5,0,157.65,0
CUST-1403,41,Female,3,32,Books & Media,2,18,1919.62,2,0,236.85,0
CUST-1404,67,Male,2,23,Fashion,1,13,788.16,46,0,326.79,0
CUST-1405,49,Female,2,55,Electronics,2,31,1532.73,55,0,266.53,0
CUST-1406,64,Male,1,6,Electronics,1,3,224.37,18,0,256.78,0
CUST-1407,39,Female,1,24,Electronics,4,17,1445.15,17,0,213.13,0
CUST-1408,40,Male,1,20,Books & Media,2,9,957.53,107,0,313.99,1
CUST-1409,19,Female,3,58,Fashion,4,27,812.43,86,0,330.97,0
CUST-1410,44,Female,3,37,Electronics,1,20,2988.35,9,0,343.98,0
CUST-1411,59,Male,1,20,Fashion,5,13,1201.73,53,0,81.67,0
CUST-1412,19,Male,2,12,Fashion,4,9,346.31,34,0,333.97,0
CUST-1413,43,Male,3,33,Home & Kitchen,1,16,1435.59,5,0,478.96,0
CUST-1414,34,Male,1,28,Electronics,4,14,810.97,15,0,293.44,0
CUST-1415,57,Female,1,8,Books & Media,3,5,279.12,6,0,371.87,0
CUST-1416,50,Male,3,1,Fashion,4,1,53.13,12,0,300.53,0
CUST-1417,26,Male,1,37,Electronics,3,7,541.14,33,1,434.63,0
CUST-1418,60,Male,1,22,Beauty & Care,4,12,1776.98,16,0,468.31,0
CUST-1419,65,Female,2,6,Electronics,4,5,438.9,17,0,132.9,0
CUST-1420,56,Male,3,21,Beauty & Care,3,11,1163.98,27,0,246.59,0
CUST-1421,46,Male,2,32,Books & Media,1,18,2036.8,3,0,226.57,0
CUST-1422,59,Male,1,35,Home & Kitchen,4,20,1613.15,46,0,232.35,0
CUST-1423,43,Male,1,15,Home & Kitchen,3,9,451.52,17,1,106.49,1
CUST-1424,52,Female,2,5,Electronics,3,1,37.04,22,0,416.13,0
CUST-1425,67,Male,2,60,Books & Media,1,23,1687.66,128,1,66.09,1
CUST-1426,42,Male,2,56,Fashion,3,24,2863.63,14,1,287.7,0
CUST-1427,41,Female,1,46,Home & Kitchen,5,16,1808.99,36,0,347.85,0
CUST-1428,30,Female,3,50,Books & Media,2,22,2039.21,17,0,143.36,0
CUST-1429,24,Male,1,48,Books & Media,3,17,1643.33,78,0,457.63,0
CUST-1430,53,Female,1,6,Beauty & Care,4,6,485.37,65,0,427.35,0
CUST-1431,62,Female,1,25,Electronics,4,15,1058.33,9,0,261.99,0
CUST-1432,37,Male,1,56,Books & Media,3,23,1445.65,41,0,235.02,0
CUST-1433,18,Female,2,46,Fashion,3,20,817.13,2,0,156.46,0
CUST-1434,25,Female,2,59,Books & Media,5,23,3195.02,115,0,378.5,0
CUST-1435,63,Male,1,56,Home & Kitchen,4,25,2253.34,15,0,109.28,0
CUST-1436,33,Male,2,40,Electronics,1,12,860.71,62,0,356.11,0
CUST-1437,31,Male,1,29,Fashion,1,15,2094.52,13,0,429.11,0
CUST-1438,29,Female,2,7,Fashion,3,3,436.08,35,0,152.81,0
CUST-1439,68,Other,3,40,Home & Kitchen,2,20,3347.1,143,0,439.89,1
CUST-1440,40,Female,1,13,Electronics,2,4,310.2,73,0,65.0,1
CUST-1441,32,Male,2,38,Fashion,5,18,1586.82,6,1,460.75,0
CUST-1442,45,Female,1,18,Electronics,1,14,1463.4,27,0,103.26,0
CUST-1443,51,Female,1,2,Beauty & Care,4,2,269.73,14,0,340.59,0
CUST-1444,19,Male,1,8,Fashion,2,5,434.3,19,0,162.54,0
CUST-1445,49,Male,2,11,Electronics,4,6,333.0,14,0,426.45,0
CUST-1446,40,Female,2,33,Electronics,4,15,935.98,14,0,280.54,0
CUST-1447,39,Male,1,54,Electronics,1,19,2286.14,27,0,110.86,0
CUST-1448,68,Female,3,38,Fashion,3,15,1554.47,7,0,306.95,0
CUST-1449,42,Male,2,48,Electronics,2,27,2154.94,26,0,233.55,0
CUST-1450,39,Male,3,27,Electronics,5,15,1167.59,11,0,347.65,0
CUST-1451,39,Male,2,20,Books & Media,5,9,718.33,11,0,446.86,0
CUST-1452,66,Male,2,12,Beauty & Care,3,7,855.2,46,0,234.23,1
CUST-1453,69,Female,1,43,Fashion,3,28,1717.28,1,0,180.45,0
CUST-1454,59,Male,1,31,Books & Media,3,12,583.17,16,1,56.53,0
CUST-1455,23,Female,3,27,Electronics,4,11,1534.55,18,0,308.68,0
CUST-1456,32,Female,1,32,Fashion,3,12,1029.02,23,1,231.02,0
CUST-1457,60,Female,3,10,Fashion,2,4,330.48,38,0,218.59,1
CUST-1458,54,Male,2,3,Fashion,3,1,105.13,16,0,132.32,0
CUST-1459,50,Female,1,45,Fashion,1,20,1106.65,8,1,243.52,0
CUST-1460,25,Female,1,27,Fashion,4,20,2150.3,75,0,493.0,0
CUST-1461,61,Male,1,35,Fashion,1,10,735.18,138,1,183.99,1
CUST-1462,61,Male,3,31,Home & Kitchen,4,14,1662.78,1,0,319.87,0
CUST-1463,22,Female,1,15,Electronics,2,12,467.86,27,0,399.42,0
CUST-1464,56,Female,1,16,Electronics,2,6,591.12,14,1,387.12,1
CUST-1465,21,Male,1,13,Electronics,4,10,780.63,11,0,197.95,0
CUST-1466,23,Female,1,49,Electronics,5,22,1404.94,14,1,324.89,0
CUST-1467,62,Female,2,35,Fashion,4,19,2054.67,35,0,442.07,0
CUST-1468,49,Female,1,52,Electronics,2,29,2335.96,7,0,56.95,0
CUST-1469,69,Female,3,11,Beauty & Care,2,4,395.92,85,0,246.08,1
CUST-1470,47,Female,1,59,Electronics,5,30,3689.14,21,1,150.92,0
CUST-1471,64,Male,1,21,Electronics,3,9,978.7,13,0,224.88,0
CUST-1472,52,Male,2,51,Home & Kitchen,2,28,1472.49,50,0,237.2,0
CUST-1473,57,Male,1,54,Electronics,5,33,2268.67,1,1,386.0,0
CUST-1474,69,Female,3,11,Fashion,4,8,790.23,19,0,92.22,0
CUST-1475,33,Female,2,30,Home & Kitchen,5,15,1632.24,15,0,280.66,0
CUST-1476,30,Male,1,60,Electronics,5,24,1758.51,14,0,303.89,0
CUST-1477,67,Female,2,48,Electronics,5,26,2364.33,14,0,272.37,0
CUST-1478,59,Female,1,53,Fashion,1,24,2177.94,1,0,379.34,0
CUST-1479,47,Female,1,35,Electronics,1,20,1898.54,5,0,222.71,0
CUST-1480,36,Male,3,22,Electronics,3,7,347.42,5,0,475.24,0
CUST-1481,34,Female,2,38,Electronics,3,15,638.24,156,0,266.81,1
CUST-1482,36,Male,3,31,Electronics,3,16,320.0,1,1,307.05,0
CUST-1483,45,Male,2,14,Fashion,3,6,529.0,6,1,421.49,0
CUST-1484,43,Male,2,24,Home & Kitchen,3,10,440.74,127,0,173.86,1
CUST-1485,54,Male,1,50,Fashion,3,20,2982.04,34,0,83.84,0
CUST-1486,43,Male,1,49,Electronics,1,22,2301.72,20,0,368.5,0
CUST-1487,40,Female,3,32,Electronics,2,13,644.07,2,0,267.36,0
CUST-1488,26,Male,1,36,Beauty & Care,3,13,1547.7,38,0,453.43,0
CUST-1489,29,Female,3,32,Fashion,4,14,1667.75,5,0,492.21,0
CUST-1490,18,Male,2,55,Beauty & Care,2,20,2431.23,38,0,229.6,0
CUST-1491,18,Female,1,15,Fashion,3,7,425.3,135,0,236.95,1
CUST-1492,64,Female,2,43,Fashion,4,22,2342.6,26,0,233.58,0
CUST-1493,51,Male,2,58,Fashion,3,19,2319.33,8,0,196.05,0
CUST-1494,49,Male,1,35,Electronics,1,16,2114.01,34,0,401.76,0
CUST-1495,65,Male,3,3,Fashion,3,3,117.86,25,0,391.55,1
CUST-1496,42,Female,2,16,Fashion,2,7,549.3,26,0,265.39,1
CUST-1497,57,Female,1,5,Electronics,5,4,238.72,22,1,70.1,1
CUST-1498,62,Male,2,21,Electronics,2,8,1127.39,39,1,189.3,1
CUST-1499,18,Female,3,10,Home & Kitchen,4,10,997.32,29,0,181.54,0
CUST-1500,33,Male,1,19,Beauty & Care,1,6,670.42,151,0,414.99,1
CUST-1501,56,Male,3,25,Fashion,3,12,1191.49,61,0,89.41,0
CUST-1502,22,Female,1,4,Electronics,3,7,673.81,10,0,412.55,0
CUST-1503,39,Male,2,29,Electronics,2,17,1004.72,45,0,351.13,0
CUST-1504,46,Female,2,19,Home & Kitchen,3,11,787.65,8,0,379.6,0
CUST-1505,20,Male,1,43,Electronics,2,26,2265.78,53,0,244.5,0
CUST-1506,29,Other,1,2,Books & Media,3,2,131.08,5,0,355.88,0
CUST-1507,43,Male,2,10,Electronics,4,9,540.04,22,0,324.06,0
CUST-1508,33,Male,2,43,Fashion,3,11,867.13,54,0,396.04,0
CUST-1509,68,Female,2,25,Fashion,5,12,802.15,11,0,251.05,0
CUST-1510,54,Male,1,20,Beauty & Care,4,12,1037.93,63,0,262.77,0
CUST-1511,39,Female,3,48,Fashion,3,17,1219.14,36,0,339.61,0
CUST-1512,46,Female,2,19,Fashion,1,9,580.09,17,0,98.63,1
CUST-1513,31,Female,3,23,Books & Media,3,10,571.71,19,1,246.31,1
CUST-1514,45,Female,1,24,Electronics,4,16,1362.93,91,1,487.38,1
CUST-1515,22,Female,2,11,Beauty & Care,2,3,334.95,8,0,66.9,0
CUST-1516,64,Female,2,46,Electronics,4,12,1254.31,41,0,192.2,0
CUST-1517,66,Female,1,34,Home & Kitchen,2,19,744.66,43,0,191.35,0
CUST-1518,47,Female,2,55,Fashion,4,18,1994.27,89,1,335.06,1
CUST-1519,63,Male,1,28,Electronics,1,5,521.57,43,0,97.61,1
CUST-1520,69,Male,2,5,Beauty & Care,5,3,334.85,30,0,332.84,0
CUST-1521,22,Female,2,59,Electronics,3,29,3407.74,81,1,92.77,0
CUST-1522,29,Male,1,5,Electronics,2,5,315.85,61,0,92.73,1
CUST-1523,33,Female,2,51,Fashion,2,23,1748.14,44,0,377.68,0
CUST-1524,43,Male,2,21,Fashion,3,17,2358.14,1,0,195.86,0
CUST-1525,43,Male,1,12,Fashion,5,8,1095.45,16,0,489.84,0
CUST-1526,65,Female,3,50,Electronics,2,16,1323.24,34,0,66.81,0
CUST-1527,38,Female,3,4,Electronics,1,4,412.37,25,0,250.3,1
CUST-1528,56,Male,2,54,Electronics,3,22,2325.8,13,0,100.91,0
CUST-1529,53,Female,1,49,Electronics,3,16,2203.67,5,0,208.12,0
CUST-1530,50,Female,2,42,Fashion,3,15,1430.38,28,1,499.2,0
CUST-1531,47,Male,2,20,Home & Kitchen,4,8,389.05,11,0,449.98,0
CUST-1532,54,Female,1,38,Beauty & Care,2,14,990.08,9,0,71.75,0
CUST-1533,40,Male,2,25,Beauty & Care,5,12,2148.07,17,0,303.47,0
CUST-1534,27,Male,2,14,Electronics,3,9,425.17,53,1,341.52,1
CUST-1535,22,Female,2,11,Fashion,2,3,259.53,23,0,144.29,0
CUST-1536,53,Male,1,32,Electronics,4,20,3088.12,8,1,115.3,0
CUST-1537,51,Female,2,11,Electronics,4,7,427.05,4,0,456.97,0
CUST-1538,69,Female,3,18,Fashion,3,13,260.0,24,1,485.97,1
CUST-1539,48,Male,1,27,Electronics,4,14,280.0,55,0,496.35,0
CUST-1540,27,Female,2,55,Electronics,2,24,1468.17,37,0,405.39,0
CUST-1541,36,Female,3,54,Books & Media,3,25,802.8,9,1,348.58,0
CUST-1542,49,Male,2,18,Fashion,5,7,812.81,20,0,205.58,0
CUST-1543,18,Female,1,56,Fashion,2,21,1953.93,67,0,127.13,0
CUST-1544,22,Female,2,23,Electronics,3,13,272.8,6,0,85.54,0
CUST-1545,62,Female,2,11,Electronics,4,7,259.98,26,0,361.98,0
CUST-1546,21,Female,3,21,Beauty & Care,5,10,1222.04,15,0,403.13,0
CUST-1547,33,Male,2,44,Electronics,3,15,1361.92,4,1,421.9,0
CUST-1548,41,Female,3,5,Fashion,3,2,256.02,1,0,461.19,0
CUST-1549,33,Female,1,23,Electronics,3,14,1659.98,28,0,445.97,0
CUST-1550,19,Female,1,41,Fashion,5,19,959.2,1,1,499.88,0
CUST-1551,66,Female,2,59,Electronics,5,30,3343.77,3,0,159.83,0
CUST-1552,45,Female,1,25,Beauty & Care,2,11,1120.74,14,0,393.49,0
CUST-1553,49,Female,1,41,Beauty & Care,3,19,496.82,1,0,313.91,0
CUST-1554,44,Female,1,54,Home & Kitchen,3,16,706.25,17,0,167.56,0
CUST-1555,37,Female,1,10,Electronics,4,8,1265.04,4,0,491.86,0
CUST-1556,41,Female,1,22,Beauty & Care,4,6,343.02,15,1,454.05,0
CUST-1557,29,Female,3,19,Fashion,4,9,876.11,54,0,107.83,0
CUST-1558,67,Female,1,1,Fashion,5,8,634.24,34,0,61.77,0
CUST-1559,52,Male,2,7,Fashion,1,5,452.56,20,0,359.75,1
CUST-1560,50,Male,2,4,Electronics,2,4,325.06,3,0,321.86,1
CUST-1561,50,Male,3,1,Electronics,3,2,227.91,33,0,471.12,0
CUST-1562,68,Female,1,15,Home & Kitchen,3,10,1131.7,6,0,155.3,0
CUST-1563,60,Female,3,40,Electronics,1,18,1593.68,2,0,87.97,0
CUST-1564,54,Female,2,12,Fashion,1,6,347.19,38,1,166.65,1
CUST-1565,29,Male,2,22,Fashion,4,10,679.36,85,0,58.52,0
CUST-1566,20,Female,2,22,Beauty & Care,5,9,339.5,21,0,66.15,0
CUST-1567,18,Male,3,50,Books & Media,3,24,1799.21,1,1,461.69,0
CUST-1568,50,Male,1,47,Beauty & Care,3,12,384.09,74,0,208.41,0
CUST-1569,57,Female,2,17,Electronics,2,7,640.96,2,0,234.86,0
CUST-1570,27,Female,2,29,Electronics,4,20,1877.6,70,0,58.27,0
CUST-1571,60,Male,2,46,Fashion,4,16,1842.52,17,0,171.73,0
CUST-1572,61,Male,3,14,Electronics,3,5,241.99,15,0,412.13,0
CUST-1573,46,Male,1,50,Electronics,2,23,1159.99,27,0,326.97,0
CUST-1574,30,Male,3,20,Fashion,1,10,1307.41,110,0,389.2,1
CUST-1575,29,Female,1,50,Fashion,1,18,790.89,80,0,251.25,1
CUST-1576,48,Male,1,48,Books & Media,3,31,4542.63,22,0,189.38,0
CUST-1577,63,Female,1,33,Electronics,4,13,744.68,41,0,267.26,0
CUST-1578,19,Female,1,55,Electronics,5,20,1149.86,30,0,195.38,0
CUST-1579,68,Male,2,59,Electronics,3,20,2205.69,41,1,427.54,0
CUST-1580,67,Male,1,43,Beauty & Care,4,28,2841.49,61,1,183.95,0
CUST-1581,52,Male,1,15,Home & Kitchen,5,11,1476.71,1,0,346.89,0
CUST-1582,40,Male,3,12,Beauty & Care,2,6,169.57,13,0,111.64,0
CUST-1583,34,Male,3,40,Beauty & Care,3,16,1616.15,112,0,359.09,0
CUST-1584,43,Female,3,54,Fashion,5,20,1672.42,104,0,460.98,0
CUST-1585,25,Male,3,20,Fashion,3,11,579.68,1,0,323.86,0
CUST-1586,46,Female,2,30,Electronics,5,13,1838.77,7,0,301.93,0
CUST-1587,43,Male,1,38,Fashion,5,24,2209.45,177,0,482.5,1
CUST-1588,27,Female,1,3,Fashion,4,3,249.34,23,0,332.33,0
CUST-1589,43,Female,2,28,Fashion,4,15,1479.3,29,1,166.8,0
CUST-1590,51,Female,1,56,Books & Media,4,26,861.88,6,0,181.58,0
CUST-1591,68,Female,2,26,Books & Media,4,15,713.13,78,0,367.39,0
CUST-1592,58,Female,1,30,Home & Kitchen,3,14,1050.3,9,0,380.95,0
CUST-1593,24,Female,1,13,Home & Kitchen,1,10,944.92,7,0,186.57,0
CUST-1594,21,Female,2,13,Home & Kitchen,3,8,985.91,9,0,205.4,0
CUST-1595,67,Female,2,2,Electronics,4,1,58.45,88,0,495.98,1
CUST-1596,62,Male,2,37,Electronics,1,19,980.42,42,0,95.88,0
CUST-1597,28,Male,2,49,Home & Kitchen,1,25,2501.07,51,1,232.09,0
CUST-1598,46,Female,1,38,Home & Kitchen,2,22,1780.31,16,1,78.1,0
CUST-1599,53,Female,1,2,Electronics,4,2,54.72,83,1,419.49,1
CUST-1600,42,Female,3,36,Books & Media,5,12,689.38,54,1,91.56,0
CUST-1601,38,Female,2,54,Electronics,5,22,1750.03,48,0,353.3,0
CUST-1602,53,Other,1,26,Electronics,3,7,562.62,123,0,75.42,1
CUST-1603,27,Male,3,11,Home & Kitchen,5,6,526.17,15,0,352.78,0
CUST-1604,54,Male,1,8,Electronics,4,7,321.93,33,0,429.37,0
CUST-1605,26,Male,2,44,Electronics,3,20,1621.39,84,0,229.47,0
CUST-1606,41,Male,1,40,Electronics,3,12,1360.95,54,1,284.96,1
CUST-1607,52,Female,2,43,Home & Kitchen,2,18,360.0,29,0,230.69,0
CUST-1608,66,Male,2,22,Fashion,5,8,612.23,2,0,185.22,0
CUST-1609,52,Female,1,20,Home & Kitchen,3,5,175.7,37,0,411.47,0
CUST-1610,65,Male,3,8,Fashion,3,4,336.13,26,1,172.4,1
CUST-1611,53,Female,1,29,Electronics,4,7,279.0,7,0,375.32,0
CUST-1612,35,Female,1,40,Books & Media,3,14,1246.31,74,1,142.79,1
CUST-1613,66,Male,1,26,Electronics,2,22,2943.58,14,1,162.43,0
CUST-1614,56,Female,1,30,Books & Media,4,18,1001.09,17,1,201.41,0
CUST-1615,49,Male,1,17,Fashion,1,7,419.77,39,0,315.12,1
CUST-1616,41,Male,2,20,Books & Media,4,9,638.14,23,0,254.49,0
CUST-1617,40,Male,3,52,Electronics,3,27,2553.13,3,0,385.32,0
CUST-1618,49,Male,2,55,Fashion,4,28,1524.0,17,0,146.11,0
CUST-1619,54,Male,1,16,Electronics,4,7,515.16,3,0,54.8,0
CUST-1620,29,Female,1,46,Electronics,3,12,778.98,7,0,399.45,0
CUST-1621,66,Female,1,43,Fashion,3,17,1207.07,1,1,419.74,0
CUST-1622,30,Female,1,7,Electronics,4,3,284.74,7,0,76.77,0
CUST-1623,40,Male,2,16,Fashion,4,12,1218.38,14,1,324.91,0
CUST-1624,42,Female,1,45,Electronics,4,22,895.31,27,0,220.19,0
CUST-1625,52,Male,2,59,Electronics,5,33,3128.24,88,0,407.25,0
CUST-1626,58,Male,3,47,Home & Kitchen,2,20,3587.46,27,1,443.49,0
CUST-1627,47,Female,2,56,Fashion,3,34,4465.11,42,0,432.95,0
CUST-1628,34,Male,3,48,Fashion,5,20,1314.89,15,0,399.74,0
CUST-1629,66,Female,2,27,Home & Kitchen,3,15,1334.36,48,0,171.07,0
CUST-1630,37,Female,2,53,Beauty & Care,2,28,2351.79,33,0,415.35,0
CUST-1631,65,Male,2,23,Electronics,3,6,592.7,21,0,290.07,0
CUST-1632,42,Male,2,24,Home & Kitchen,1,6,434.0,7,0,73.74,0
CUST-1633,39,Male,1,9,Books & Media,2,2,153.85,12,0,255.62,0
CUST-1634,30,Female,1,35,Home & Kitchen,5,11,693.83,33,0,473.97,0
CUST-1635,36,Male,1,51,Fashion,3,21,2475.13,19,0,449.54,0
CUST-1636,66,Male,2,20,Home & Kitchen,2,11,1037.62,77,0,96.02,1
CUST-1637,53,Male,1,37,Home & Kitchen,5,20,1891.13,9,0,384.86,0
CUST-1638,29,Female,3,42,Fashion,5,30,3646.54,2,1,412.61,0
CUST-1639,58,Male,2,17,Electronics,3,6,731.97,31,0,172.12,0
CUST-1640,36,Male,1,47,Electronics,2,12,1396.02,76,0,262.22,0
CUST-1641,29,Female,1,31,Beauty & Care,4,13,1574.23,15,0,369.94,0
CUST-1642,26,Female,3,55,Electronics,4,19,2505.72,36,1,247.57,0
CUST-1643,24,Male,3,57,Home & Kitchen,4,26,1456.04,9,0,100.76,0
CUST-1644,45,Male,2,8,Fashion,5,3,228.12,28,0,367.65,0
CUST-1645,31,Male,1,15,Fashion,4,9,956.42,54,0,460.24,0
CUST-1646,48,Female,1,31,Electronics,2,13,759.64,70,0,343.62,1
CUST-1647,69,Male,1,53,Electronics,4,25,1852.56,3,0,398.21,0
CUST-1648,36,Female,1,30,Books & Media,3,15,1362.49,15,0,211.26,0
CUST-1649,64,Female,2,46,Beauty & Care,4,24,1874.3,35,0,132.44,0
CUST-1650,33,Female,2,20,Home & Kitchen,4,10,869.81,1,1,339.25,0
CUST-1651,22,Male,2,60,Fashion,1,31,1569.79,41,0,197.5,0
CUST-1652,52,Female,3,39,Home & Kitchen,3,17,1425.75,26,0,437.03,0
CUST-1653,29,Female,2,53,Fashion,3,11,979.23,11,0,105.18,0
CUST-1654,42,Female,2,55,Fashion,3,29,3870.05,58,1,245.06,0
CUST-1655,69,Male,1,12,Electronics,4,4,307.76,11,1,228.53,0
CUST-1656,38,Other,3,49,Home & Kitchen,3,21,1375.33,166,0,472.12,1
CUST-1657,53,Male,1,17,Home & Kitchen,4,7,744.72,59,0,118.91,0
CUST-1658,40,Male,3,42,Books & Media,1,16,320.0,43,0,54.43,0
CUST-1659,33,Male,3,30,Electronics,4,18,1358.63,2,0,157.14,0
CUST-1660,56,Female,1,29,Home & Kitchen,4,13,904.65,82,0,419.12,0
CUST-1661,62,Male,2,19,Fashion,4,7,649.79,54,0,144.19,0
CUST-1662,59,Male,3,46,Fashion,3,32,3916.38,9,0,158.4,0
CUST-1663,56,Male,2,11,Electronics,5,5,657.69,17,0,108.45,0
CUST-1664,31,Male,3,34,Fashion,2,22,2032.99,10,0,371.95,0
CUST-1665,48,Female,3,50,Fashion,1,20,768.99,145,0,81.13,1
CUST-1666,22,Female,1,7,Electronics,3,3,208.72,67,0,199.04,1
CUST-1667,52,Male,1,44,Home & Kitchen,1,17,1238.68,93,0,177.12,1
CUST-1668,40,Male,3,58,Home & Kitchen,5,27,2592.44,54,0,299.82,0
CUST-1669,46,Female,2,34,Fashion,2,13,1126.94,21,0,378.69,0
CUST-1670,60,Male,1,59,Books & Media,4,33,2123.58,8,0,289.79,0
CUST-1671,28,Male,1,20,Electronics,4,12,569.41,8,0,468.96,0
CUST-1672,35,Female,2,50,Electronics,2,28,1650.4,5,0,478.15,0
CUST-1673,64,Female,3,38,Home & Kitchen,4,7,404.88,27,0,212.66,0
CUST-1674,29,Male,3,24,Electronics,1,14,1871.06,88,0,399.96,1
CUST-1675,26,Female,2,10,Electronics,3,5,309.55,168,0,382.46,1
CUST-1676,27,Male,1,32,Electronics,1,16,1388.87,11,1,451.83,1
CUST-1677,61,Female,1,52,Electronics,5,24,2737.28,41,0,251.57,0
CUST-1678,34,Male,3,15,Beauty & Care,5,9,817.62,31,1,288.71,1
CUST-1679,55,Male,1,37,Electronics,2,11,576.62,23,0,237.1,0
CUST-1680,24,Male,1,20,Fashion,2,12,1374.63,38,1,432.67,1
CUST-1681,63,Female,1,3,Electronics,4,4,382.5,16,0,153.37,0
CUST-1682,30,Female,2,37,Home & Kitchen,2,14,280.0,101,0,157.87,1
